year,locality_id,id,ALAN_median,ALAN_sd
2020,L11992995,972,5.384349509,8.202900482
2020,L2532274,976,0.221638874,0.037579777
2021,L13298327,977,0.937396633,1.031614178
2021,L3077329,164,29.99039165,9.621105604
2021,L5154899,938,4.197298195,3.199024778
2020,L12272125,985,0.72542475,0.410736962
2020,L2553610,971,5.218252337,2.997062824
2021,L13567658,987,11.3147144,11.12646492
2021,L13839681,991,0.194120095,0.064201373
2021,L2420456,94,0.090313609,0.016740898
2021,L15430949,999,0.096684098,0.005426739
2021,L15208536,1002,5.439096547,2.488886302
2021,L7230458,58,3.629933123,4.396097924
2021,L2555910,103,10.08038912,4.219302303
2021,L12919601,1011,3.801166416,3.572157638
2021,L8213503,1015,0.095656136,0.021672125
2021,L15601675,1019,9.6013626,6.875915889
2021,L15180293,1022,13.27899594,5.943872645
2020,L13058488,1025,0.588115502,0.73792495
2020,L10047567,1027,3.464974197,3.154864899
2021,L15659602,1035,2.37478717,1.72627571
2021,L14409825,1057,55.94642977,30.98274563
2021,L14427518,1067,27.24784435,17.2389118
2021,L5218163,388,5.934377778,6.462215457
2021,L2553610,971,5.218252337,2.997062824
2020,L13004856,1169,5.835391266,4.42229525
2021,L3789536,517,28.18212395,10.0161248
2021,L2557954,111,0.780841069,0.938876161
2020,L3007950,626,22.5934639,15.41744011
2021,L13266464,1283,0.111721897,0.00454638
2021,L15192919,1317,3.179026738,2.092855695
2021,L14697280,1344,5.218252337,2.997062824
2021,L5656006,352,3.633827102,3.398709436
2020,L2903184,65,6.465144246,6.43804895
2021,L14750992,1425,0.104397494,0.007260142
2020,L10413204,1443,6.109084357,5.612459779
2020,L10785794,1451,45.0914591,23.63036145
2020,L10705992,1455,1.043983614,1.072071185
2020,L7754735,722,3.351960034,3.551541669
2020,L10116569,1483,14.74001385,3.949216393
2021,L1357612,12,6.793551243,6.467682138
2020,L10442808,1492,5.766401219,3.799262827
2020,L2555807,963,0.2142861,0.0458608
2020,L11344447,1493,0.339258051,0.380041542
2020,L6579497,566,16.14373106,13.828883920000001
2020,L11229943,1494,7.319131591,2.943356347
2021,L2540594,587,0.114354488,0.061812726
2020,L2539823,435,0.205864182,0.101805259
2020,L11413573,1498,13.12864807,6.307739131
2020,L1120626,71,0.375091354,0.246610008
2020,L2556638,624,0.411561354,0.202357916
2021,L15357284,1506,0.090386992,0.009946807
2020,L9227465,1511,3.716032208,2.872282975
2020,L11115184,1514,6.502367086,7.995490696
2020,L3725536,805,1.550412251,1.14283659
2020,L2690945,1520,1.907128441,1.392668438
2020,L7968585,283,3.084377867,2.429538501
2020,L12053953,1530,2.175459006,1.144395781
2020,L11438366,1531,14.78207977,7.314373872
2020,L12214766,1539,0.514136972,0.602875615
2020,L11812684,1545,0.267477006,0.146218582
2020,L2996535,1068,2.015089175,2.266361087
2020,L11914392,1554,0.416945513,0.321112604
2020,L11988656,1555,0.339258051,0.380041542
2020,L12090483,1556,1.808907685,2.189399046
2020,L2560095,449,7.636290333,8.543390156
2020,L12178868,1568,5.064563953,6.460629355
2020,L12480391,1583,13.41288577,8.115469072
2021,L13121820,1588,0.205611104,0.100926104
2020,L12421781,1592,8.46989795,5.246524825
2020,L11202532,1598,20.06965463,5.394751608
2020,L3060731,6,0.138701648,0.020859083
2020,L3831887,81,3.576286183,2.964823197
2021,L7754735,722,3.351960034,3.551541669
2021,L13119606,1618,1.097809498,1.222299355
2021,L2556768,165,9.270606586,9.040117077
2020,L12919601,1011,3.801166416,3.572157638
2021,L3614229,1635,0.26855013,0.023288795
2021,L2540224,1638,0.113443029,0.028508425
2020,L12880008,1639,0.125759147,0.019331159
2021,L2535085,798,0.265539144,0.164770809
2021,L10047567,1027,3.464974197,3.154864899
